feature_name,sample,index,feature_value,shap_effect,shap_effect_sd,intercept,lo,med,hi,mae
ALB,12,1,0.5283018867924529,-0.19355074721056884,0.623353197457353,4.137338953604814,-0.5817998517290058,-0.23668833051643043,-0.017721628522373287,0.6310306474760538
EGFR,12,1,0.6461632155907432,0.1071287998908336,0.3026520568666979,4.137338953604814,-0.5034627894902343,-0.06542482165431385,0.31702337879959885,0.09380388359018192
AGE,13,1,0.2916368834882059,-0.13414974213615097,0.35517153786036315,4.461995458083316,-0.1434807499999787,-0.013703424915425286,0.10951877104161173,0.3561158898161075
WT,13,1,0.09204840103716502,-1.79401831504871,1.8261943154136846,4.461995458083316,-1.887029289620707,-0.9081599757237802,-0.03492690035629437,1.4538836995694036
ALB,13,1,0.5283018867924529,-0.2392368112036939,0.7168003947544567,4.461995458083316,-0.5817998517290058,-0.23668833051643043,-0.017721628522373287,0.6720591921323441
EGFR,13,1,0.6461632155907432,-0.2174188682707665,0.21761719353683998,4.461995458083316,-0.5034627894902343,-0.06542482165431385,0.31702337879959885,0.11971844096753159
AGE,14,1,0.2916368834882059,-0.09595346051789004,0.25628508988051796,3.3233877416813398,-0.1434807499999787,-0.013703424915425286,0.10951877104161173,0.2720060650271817
WT,14,1,0.09204840103716502,-1.2645969085426554,1.183065676111286,3.3233877416813398,-1.887029289620707,-0.9081599757237802,-0.03492690035629437,0.9121243300226205
ALB,14,1,0.5283018867924529,-0.06117829188315489,0.2214027310630164,3.3233877416813398,-0.5817998517290058,-0.23668833051643043,-0.017721628522373287,0.20978170362754783
EGFR,14,1,0.6461632155907432,0.2424906991431162,0.38682411566627056,3.3233877416813398,-0.5034627894902343,-0.06542482165431385,0.31702337879959885,0.3245281699156777
AGE,15,1,0.2916368834882059,-0.0640666040540248,0.1726303812614671,2.0748469231043165,-0.1434807499999787,-0.013703424915425286,0.10951877104161173,0.19702177908756477
WT,15,1,0.09204840103716502,-0.20413283845974375,0.2285958682481601,2.0748469231043165,-1.887029289620707,-0.9081599757237802,-0.03492690035629437,0.18687193258069623
ALB,15,1,0.5283018867924529,-0.043059026282505616,0.09136909552481633,2.0748469231043165,-0.5817998517290058,-0.23668833051643043,-0.017721628522373287,0.06933419820567745
EGFR,15,1,0.6461632155907432,-0.13228055417770532,0.1318469657632222,2.0748469231043165,-0.5034627894902343,-0.06542482165431385,0.31702337879959885,0.12135765633798486
AGE,16,1,0.2916368834882059,-0.028553917718049816,0.13184677999400907,2.9168201313417037,-0.1434807499999787,-0.013703424915425286,0.10951877104161173,0.16468263245728912
WT,16,1,0.09204840103716502,-0.6096758870298674,0.7303105303938872,2.9168201313417037,-1.887029289620707,-0.9081599757237802,-0.03492690035629437,0.5885358471914796
ALB,16,1,0.5283018867924529,-0.08271070878103068,0.305017678808967,2.9168201313417037,-0.5817998517290058,-0.23668833051643043,-0.017721628522373287,0.25139017129451785
EGFR,16,1,0.6461632155907432,0.05223007410955983,0.04628814522934717,2.9168201313417037,-0.5034627894902343,-0.06542482165431385,0.31702337879959885,0.03846031271959291
AGE,17,1,0.2916368834882059,0.023566396114674884,0.05866930639194031,2.138717842703781,-0.1434807499999787,-0.013703424915425286,0.10951877104161173,0.0507390517726902
WT,17,1,0.09204840103716502,-0.4602446701202237,0.535720544554324,2.138717842703781,-1.887029289620707,-0.9081599757237802,-0.03492690035629437,0.3730978122671598
ALB,17,1,0.5283018867924529,-0.2836172933104084,0.5994320714673503,2.138717842703781,-0.5817998517290058,-0.23668833051643043,-0.017721628522373287,0.44818065764030895
EGFR,17,1,0.6461632155907432,0.03253742721070587,0.04037249756647598,2.138717842703781,-0.5034627894902343,-0.06542482165431385,0.31702337879959885,0.033464669612985505
AGE,18,1,0.2916368834882059,0.001589405424371726,0.004009475152033221,2.721601719950913,-0.1434807499999787,-0.013703424915425286,0.10951877104161173,0.003255122126351592
WT,18,1,0.09204840103716502,-0.5435493659269771,0.5970613743271429,2.721601719950913,-1.887029289620707,-0.9081599757237802,-0.03492690035629437,0.44383062581515337
ALB,18,1,0.5283018867924529,-0.29842535629343203,0.6427617180940761,2.721601719950913,-0.5817998517290058,-0.23668833051643043,-0.017721628522373287,0.537945581523499
EGFR,18,1,0.6461632155907432,0.006656876959200462,0.028259840987645644,2.721601719950913,-0.5034627894902343,-0.06542482165431385,0.31702337879959885,0.009703466447301622
AGE,19,1,0.2916368834882059,-0.03525799499519632,0.1636320109734534,4.189297110923532,-0.1434807499999787,-0.013703424915425286,0.10951877104161173,0.08283986128701315
WT,19,1,0.09204840103716502,-0.5224393701333475,0.5912083713138477,4.189297110923532,-1.887029289620707,-0.9081599757237802,-0.03492690035629437,0.47474511079574877
ALB,19,1,0.5283018867924529,-0.27614419437696386,0.6696357362632135,4.189297110923532,-0.5817998517290058,-0.23668833051643043,-0.017721628522373287,0.629800007609734
EGFR,19,1,0.6461632155907432,-0.06164399101668122,0.07637388905263799,4.189297110923532,-0.5034627894902343,-0.06542482165431385,0.31702337879959885,0.06205821779224807
AGE,20,1,0.2916368834882059,-0.20056136610730987,0.3685236813448543,3.9294364528952657,-0.1434807499999787,-0.013703424915425286,0.10951877104161173,0.19265279464187138
WT,20,1,0.09204840103716502,-1.54635579337744,1.586519764088915,3.9294364528952657,-1.887029289620707,-0.9081599757237802,-0.03492690035629437,1.2302342430190343
ALB,20,1,0.5283018867924529,-0.24562576721609847,0.6974947002620839,3.9294364528952657,-0.5817998517290058,-0.23668833051643043,-0.017721628522373287,0.5694159359256333
EGFR,20,1,0.6461632155907432,0.3561561576503037,0.44063306119348195,3.9294364528952657,-0.5034627894902343,-0.06542482165431385,0.31702337879959885,0.2946557328427854
AGE,21,1,0.2916368834882059,0.08563056026585979,0.18889138481831064,3.7800523217131863,-0.1434807499999787,-0.013703424915425286,0.10951877104161173,0.11673010549006614
WT,21,1,0.09204840103716502,-1.519156834495739,1.4352033529818162,3.7800523217131863,-1.887029289620707,-0.9081599757237802,-0.03492690035629437,1.1237023168455453
ALB,21,1,0.5283018867924529,-0.4370184306200409,1.0485666916434888,3.7800523217131863,-0.5817998517290058,-0.23668833051643043,-0.017721628522373287,1.0207973400264145
EGFR,21,1,0.6461632155907432,-0.05882812671179757,0.11181784501662914,3.7800523217131863,-0.5034627894902343,-0.06542482165431385,0.31702337879959885,0.04769017395013407
AGE,22,1,0.2916368834882059,-0.05707758796529336,0.23722568089518908,2.1169809397410106,-0.1434807499999787,-0.013703424915425286,0.10951877104161173,0.2844745682519227
WT,22,1,0.09204840103716502,-0.7968916748792193,0.9800348695465249,2.1169809397410106,-1.887029289620707,-0.9081599757237802,-0.03492690035629437,0.752246564642153
ALB,22,1,0.5283018867924529,-0.2440298049821633,0.696807545005164,2.1169809397410106,-0.5817998517290058,-0.23668833051643043,-0.017721628522373287,0.5825505849636177
EGFR,22,1,0.6461632155907432,0.033202274946459276,0.05036971370825623,2.1169809397410106,-0.5034627894902343,-0.06542482165431385,0.31702337879959885,0.03975218833388341
AGE,23,1,0.2916368834882059,-0.07252672227816544,0.3086665623530373,3.547749079797851,-0.1434807499999787,-0.013703424915425286,0.10951877104161173,0.31735324831900374
WT,23,1,0.09204840103716502,-1.4420300718907593,1.6605029935602962,3.547749079797851,-1.887029289620707,-0.9081599757237802,-0.03492690035629437,1.3013996524461946
ALB,23,1,0.5283018867924529,-0.2517518340894229,0.7904176397302936,3.547749079797851,-0.5817998517290058,-0.23668833051643043,-0.017721628522373287,0.6470565389654005
EGFR,23,1,0.6461632155907432,-0.006633265364015262,0.04316930277544909,3.547749079797851,-0.5034627894902343,-0.06542482165431385,0.31702337879959885,0.015595726115236868
AGE,24,1,0.2916368834882059,-0.09577367586463711,0.27234385575989944,1.705361576173879,-0.1434807499999787,-0.013703424915425286,0.10951877104161173,0.35365059296461426
WT,24,1,0.09204840103716502,-0.48573375785704764,0.6056423263237574,1.705361576173879,-1.887029289620707,-0.9081599757237802,-0.03492690035629437,0.4680892392967595
ALB,24,1,0.5283018867924529,-0.22805242049963476,0.5874270147906876,1.705361576173879,-0.5817998517290058,-0.23668833051643043,-0.017721628522373287,0.541115886713621
EGFR,24,1,0.6461632155907432,-0.14975546810477477,0.14952075278684326,1.705361576173879,-0.5034627894902343,-0.06542482165431385,0.31702337879959885,0.13318278744712292
AGE,25,1,0.2916368834882059,0.039116745537866114,0.28390832122660753,1.9741925743815678,-0.1434807499999787,-0.013703424915425286,0.10951877104161173,0.3395112713363353
WT,25,1,0.09204840103716502,-0.4881055828912422,0.6135463159139666,1.9741925743815678,-1.887029289620707,-0.9081599757237802,-0.03492690035629437,0.38804294718607063
ALB,25,1,0.5283018867924529,-0.34929554656273637,0.8429990504748972,1.9741925743815678,-0.5817998517290058,-0.23668833051643043,-0.017721628522373287,0.6289836789694014
EGFR,25,1,0.6461632155907432,0.12144244757295841,0.15169782237978832,1.9741925743815678,-0.5034627894902343,-0.06542482165431385,0.31702337879959885,0.1232467744268541
AGE,26,1,0.2916368834882059,0.008940383627094562,0.024135924586164825,2.4310236530362253,-0.1434807499999787,-0.013703424915425286,0.10951877104161173,0.02431715179906226
WT,26,1,0.09204840103716502,-0.6872676349656065,0.7780266558855584,2.4310236530362253,-1.887029289620707,-0.9081599757237802,-0.03492690035629437,0.5949440448240149
ALB,26,1,0.5283018867924529,-0.22995238267687315,0.6328015219224105,2.4310236530362253,-0.5817998517290058,-0.23668833051643043,-0.017721628522373287,0.5527602753135336
EGFR,26,1,0.6461632155907432,-0.14667948018648225,0.21386808469273072,2.4310236530362253,-0.5034627894902343,-0.06542482165431385,0.31702337879959885,0.16131631866803697
AGE,27,1,0.2916368834882059,-0.05149749872812393,0.19491509083755332,3.27592119478834,-0.1434807499999787,-0.013703424915425286,0.10951877104161173,0.2144183245548043
WT,27,1,0.09204840103716502,-1.3703213488092294,1.133852025765549,3.27592119478834,-1.887029289620707,-0.9081599757237802,-0.03492690035629437,0.9513101262805868
ALB,27,1,0.5283018867924529,-0.17279086763085494,0.7145550823220017,3.27592119478834,-0.5817998517290058,-0.23668833051643043,-0.017721628522373287,0.7298248755401667
EGFR,27,1,0.6461632155907432,-0.2569236374076132,0.27174377017637524,3.27592119478834,-0.5034627894902343,-0.06542482165431385,0.31702337879959885,0.2472069323604703
AGE,28,1,0.2916368834882059,-0.0016417531868359791,0.027849692220375043,2.1167270769631323,-0.1434807499999787,-0.013703424915425286,0.10951877104161173,0.020389051548835937
WT,28,1,0.09204840103716502,-0.4298465952064263,0.8970103262047509,2.1167270769631323,-1.887029289620707,-0.9081599757237802,-0.03492690035629437,0.5591948080908439
ALB,28,1,0.5283018867924529,-0.3582663185576447,0.8986859476174569,2.1167270769631323,-0.5817998517290058,-0.23668833051643043,-0.017721628522373287,0.6306832851954041
EGFR,28,1,0.6461632155907432,0.04020267453673236,0.18892591670573491,2.1167270769631323,-0.5034627894902343,-0.06542482165431385,0.31702337879959885,0.046727907847019794
AGE,29,1,0.2916368834882059,-0.16684411852337888,0.49263064373007764,2.08307765958467,-0.1434807499999787,-0.013703424915425286,0.10951877104161173,0.5985234094575145
WT,29,1,0.09204840103716502,-0.5187174410067157,0.48620637417659873,2.08307765958467,-1.887029289620707,-0.9081599757237802,-0.03492690035629437,0.39408741521412083
ALB,29,1,0.5283018867924529,-0.05754020842380446,0.14829306634272624,2.08307765958467,-0.5817998517290058,-0.23668833051643043,-0.017721628522373287,0.13171779463690889
EGFR,29,1,0.6461632155907432,-0.05072475069786373,0.12480131004948056,2.08307765958467,-0.5034627894902343,-0.06542482165431385,0.31702337879959885,0.04892803661687749
AGE,30,1,0.2916368834882059,-0.018269561415096995,0.04171540710936777,2.3225850442914866,-0.1434807499999787,-0.013703424915425286,0.10951877104161173,0.033936575725574264
WT,30,1,0.09204840103716502,-0.4099303013459034,0.5626336693267393,2.3225850442914866,-1.887029289620707,-0.9081599757237802,-0.03492690035629437,0.4128176651540614
ALB,30,1,0.5283018867924529,-0.19260424603442947,0.5037694473498252,2.3225850442914866,-0.5817998517290058,-0.23668833051643043,-0.017721628522373287,0.4109383883475071
EGFR,30,1,0.6461632155907432,0.15660354133353968,0.15093305546308175,2.3225850442914866,-0.5034627894902343,-0.06542482165431385,0.31702337879959885,0.11957583461504238
AGE,31,1,0.2916368834882059,0.030492617523891034,0.07360826254833486,2.9767970912409947,-0.1434807499999787,-0.013703424915425286,0.10951877104161173,0.07111096911141777
WT,31,1,0.09204840103716502,-1.0454228573101119,1.4576568213322998,2.9767970912409947,-1.887029289620707,-0.9081599757237802,-0.03492690035629437,1.0391742518594254
ALB,31,1,0.5283018867924529,-0.40254431616141056,1.1252481264412781,2.9767970912409947,-0.5817998517290058,-0.23668833051643043,-0.017721628522373287,0.8636912036028171
EGFR,31,1,0.6461632155907432,-0.21908644087011467,0.21199727242145375,2.9767970912409947,-0.5034627894902343,-0.06542482165431385,0.31702337879959885,0.19417404348134498
AGE,32,1,0.2916368834882059,-0.047297367447420705,0.11031186417317208,4.690318906296511,-0.1434807499999787,-0.013703424915425286,0.10951877104161173,0.12989200062487816
WT,32,1,0.09204840103716502,-0.5836558549214401,0.5374469398297866,4.690318906296511,-1.887029289620707,-0.9081599757237802,-0.03492690035629437,0.4151564469857553
ALB,32,1,0.5283018867924529,-0.1158546406923345,0.31753046438310173,4.690318906296511,-0.5817998517290058,-0.23668833051643043,-0.017721628522373287,0.30351818887210485
EGFR,32,1,0.6461632155907432,-0.5767303713050046,0.4990528069616521,4.690318906296511,-0.5034627894902343,-0.06542482165431385,0.31702337879959885,0.37857986044466435
AGE,33,1,0.2916368834882059,-0.005145842227704807,0.04297405576601132,2.7264993459820897,-0.1434807499999787,-0.013703424915425286,0.10951877104161173,0.05576916425415914
WT,33,1,0.09204840103716502,-0.642094997244314,0.7175763385965234,2.7264993459820897,-1.887029289620707,-0.9081599757237802,-0.03492690035629437,0.5512718941928849
ALB,33,1,0.5283018867924529,-0.1996260661349782,0.473895811678569,2.7264993459820897,-0.5817998517290058,-0.23668833051643043,-0.017721628522373287,0.4161945990495329
EGFR,33,1,0.6461632155907432,-0.10399237122277558,0.20233634156655014,2.7264993459820897,-0.5034627894902343,-0.06542482165431385,0.31702337879959885,0.14684151409536808
AGE,34,1,0.2916368834882059,0.030821030746243924,0.11529794135211045,5.432959129897504,-0.1434807499999787,-0.013703424915425286,0.10951877104161173,0.14083093829326554
WT,34,1,0.09204840103716502,-1.4498735932711755,1.2408719146888167,5.432959129897504,-1.887029289620707,-0.9081599757237802,-0.03492690035629437,0.9958633185339886
ALB,34,1,0.5283018867924529,-0.2831310058216031,0.8383428632470754,5.432959129897504,-0.5817998517290058,-0.23668833051643043,-0.017721628522373287,0.7654987403274015
EGFR,34,1,0.6461632155907432,-0.10457281827588877,0.12843427800364565,5.432959129897504,-0.5034627894902343,-0.06542482165431385,0.31702337879959885,0.058669031656701835
AGE,35,1,0.2916368834882059,0.05129640467718194,0.4174991244654897,4.761060080250532,-0.1434807499999787,-0.013703424915425286,0.10951877104161173,0.39579357348676764
WT,35,1,0.09204840103716502,-1.324046764798599,1.3297611872648527,4.761060080250532,-1.887029289620707,-0.9081599757237802,-0.03492690035629437,1.0945834941980148
ALB,35,1,0.5283018867924529,-0.258702688408619,0.8723219988025238,4.761060080250532,-0.5817998517290058,-0.23668833051643043,-0.017721628522373287,0.8328837730830153
EGFR,35,1,0.6461632155907432,0.11072877398614869,0.17395613373557953,4.761060080250532,-0.5034627894902343,-0.06542482165431385,0.31702337879959885,0.13435785357087976
AGE,36,1,0.2916368834882059,-0.020513905896229277,0.055547221589363205,4.603801406631543,-0.1434807499999787,-0.013703424915425286,0.10951877104161173,0.05279720142723345
WT,36,1,0.09204840103716502,-1.6652423970996209,1.608943814919706,4.603801406631543,-1.887029289620707,-0.9081599757237802,-0.03492690035629437,1.2843040184510963
ALB,36,1,0.5283018867924529,-0.3094782368672162,0.8902589119739863,4.603801406631543,-0.5817998517290058,-0.23668833051643043,-0.017721628522373287,0.8562644018341498
EGFR,36,1,0.6461632155907432,0.04770117662790251,0.05251404284587877,4.603801406631543,-0.5034627894902343,-0.06542482165431385,0.31702337879959885,0.03235749260803051
AGE,37,1,0.2916368834882059,-0.005607181112314697,0.12466242902319633,2.966927643180833,-0.1434807499999787,-0.013703424915425286,0.10951877104161173,0.16397088784603903
WT,37,1,0.09204840103716502,-1.0056033352371425,0.9191165086989974,2.966927643180833,-1.887029289620707,-0.9081599757237802,-0.03492690035629437,0.743129136373107
ALB,37,1,0.5283018867924529,-0.304694400308057,0.7589959765490876,2.966927643180833,-0.5817998517290058,-0.23668833051643043,-0.017721628522373287,0.7343585455347981
EGFR,37,1,0.6461632155907432,-0.1339018589143534,0.1309644160505192,2.966927643180833,-0.5034627894902343,-0.06542482165431385,0.31702337879959885,0.09559548097325216
AGE,38,1,0.2916368834882059,-0.038733550848088626,0.1322749579031635,3.513692980006986,-0.1434807499999787,-0.013703424915425286,0.10951877104161173,0.1686831952071199
WT,38,1,0.09204840103716502,-1.2646637749446086,1.2997356455223381,3.513692980006986,-1.887029289620707,-0.9081599757237802,-0.03492690035629437,1.0904239068619765
ALB,38,1,0.5283018867924529,-0.15583175303846977,0.5037063071862179,3.513692980006986,-0.5817998517290058,-0.23668833051643043,-0.017721628522373287,0.49210618360022934
EGFR,38,1,0.6461632155907432,-0.2478288718720669,0.2957847055498207,3.513692980006986,-0.5034627894902343,-0.06542482165431385,0.31702337879959885,0.2644918594849425
AGE,39,1,0.2916368834882059,-0.024351070938371456,0.12589628074906317,2.5199955371514027,-0.1434807499999787,-0.013703424915425286,0.10951877104161173,0.1501439669211627
WT,39,1,0.09204840103716502,-1.189690679434968,1.3281189082180684,2.5199955371514027,-1.887029289620707,-0.9081599757237802,-0.03492690035629437,1.0414725814415677
ALB,39,1,0.5283018867924529,-0.2659478206878416,0.7814731557530605,2.5199955371514027,-0.5817998517290058,-0.23668833051643043,-0.017721628522373287,0.6571720380284839
EGFR,39,1,0.6461632155907432,-0.16364504152162046,0.15276702479699333,2.5199955371514027,-0.5034627894902343,-0.06542482165431385,0.31702337879959885,0.12228233304736638
AGE,40,1,0.2916368834882059,0.01927179299553995,0.1435023365181062,2.7593553500199106,-0.1434807499999787,-0.013703424915425286,0.10951877104161173,0.13532607603779326
WT,40,1,0.09204840103716502,-0.7400378117387858,0.6243973552905316,2.7593553500199106,-1.887029289620707,-0.9081599757237802,-0.03492690035629437,0.5171667457498993
ALB,40,1,0.5283018867924529,-0.19987913261800258,0.5424607413782069,2.7593553500199106,-0.5817998517290058,-0.23668833051643043,-0.017721628522373287,0.5125807519518245
EGFR,40,1,0.6461632155907432,-0.3288816720121626,0.3040872792265493,2.7593553500199106,-0.5034627894902343,-0.06542482165431385,0.31702337879959885,0.2726106362136848
AGE,41,1,0.2916368834882059,-0.008021202861275296,0.06342957647861058,2.8236211837781173,-0.1434807499999787,-0.013703424915425286,0.10951877104161173,0.09303166072323563
WT,41,1,0.09204840103716502,-0.7552129812103157,0.6512234472935557,2.8236211837781173,-1.887029289620707,-0.9081599757237802,-0.03492690035629437,0.5523376335675151
ALB,41,1,0.5283018867924529,-0.09722405382403788,0.29547278947037536,2.8236211837781173,-0.5817998517290058,-0.23668833051643043,-0.017721628522373287,0.28998215947765665
EGFR,41,1,0.6461632155907432,-0.19239264917800813,0.18930257847991788,2.8236211837781173,-0.5034627894902343,-0.06542482165431385,0.31702337879959885,0.17096953490519468
AGE,42,1,0.2916368834882059,-0.03710725719400884,0.11651522550031834,2.235248782740595,-0.1434807499999787,-0.013703424915425286,0.10951877104161173,0.12617564409835483
WT,42,1,0.09204840103716502,-0.7372014767216999,0.638984250174271,2.235248782740595,-1.887029289620707,-0.9081599757237802,-0.03492690035629437,0.516353599503123
ALB,42,1,0.5283018867924529,-0.20743066498191126,0.617018204750988,2.235248782740595,-0.5817998517290058,-0.23668833051643043,-0.017721628522373287,0.5778808804376366
EGFR,42,1,0.6461632155907432,0.09384887983580889,0.09446193795625124,2.235248782740595,-0.5034627894902343,-0.06542482165431385,0.31702337879959885,0.08613113308495118
